CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
660263130,12/31/2015,05:00:00,12/31/2015,06:00:00,12/31/2015,107,BURGLARY,211,"BURGLARY,COMMERCIAL,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,INSIDE,RESTAURANT/DINER,,,1026991,202268,40.721760625,-73.845807642,"(40.721760625, -73.845807642)"
116781047,12/31/2015,04:53:00,12/31/2015,05:20:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,INSIDE,RESIDENCE - APT. HOUSE,,,1009112,237714,40.819118929,-73.910177314,"(40.819118929, -73.910177314)"
181610978,12/31/2015,04:45:00,12/31/2015,04:50:00,12/31/2015,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,62,,STREET,,,984520,164441,40.618037199,-73.999028894,"(40.618037199, -73.999028894)"
350577147,12/31/2015,04:45:00,12/31/2015,05:15:00,12/31/2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE-HOUSE,,,1002881,156718,40.596819564,-73.932913442,"(40.596819564, -73.932913442)"
976328478,12/31/2015,04:40:00,12/31/2015,04:45:00,12/31/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,102,INSIDE,RESIDENCE - APT. HOUSE,,,1030569,194093,40.699304218,-73.832955805,"(40.699304218, -73.832955805)"
164244052,12/31/2015,04:30:00,12/31/2015,05:30:00,12/31/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,111,REAR OF,RESIDENCE - APT. HOUSE,,,1054290,211657,40.747357003,-73.747225591,"(40.747357003, -73.747225591)"
951385906,12/31/2015,04:30:00,12/31/2015,05:20:00,12/31/2015,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,GROCERY/BODEGA,,,1007163,191141,40.691293219,-73.917377572,"(40.691293219, -73.917377572)"
491268224,12/31/2015,04:23:00,12/31/2015,04:40:00,12/31/2015,361,OFF. AGNST PUB ORD SENSBLTY &,649,FALSE REPORT UNCLASSIFIED,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,RESIDENCE - APT. HOUSE,,,986835,156315,40.595732614,-73.990693317,"(40.595732614, -73.990693317)"
185662463,12/31/2015,04:20:00,12/31/2015,04:30:00,12/31/2015,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",ATTEMPTED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,REAR OF,BANK,,,937098,148760,40.574870619,-74.169734432,"(40.574870619, -74.169734432)"
959316244,12/31/2015,04:15:00,12/31/2015,05:00:00,12/31/2015,109,GRAND LARCENY,415,"LARCENY,GRAND FROM PERSON,PICK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,FRONT OF,STREET,,,989151,216116,40.759871835,-73.982310337,"(40.759871835, -73.982310337)"
268359680,12/31/2015,04:10:00,12/31/2015,04:14:00,12/31/2015,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,,STREET,,,988178,215166,40.757264814,-73.985823124,"(40.757264814, -73.985823124)"
531886901,12/31/2015,04:05:00,12/31/2015,04:20:00,12/31/2015,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,FRONT OF,STREET,,,1027956,228063,40.792556498,-73.842158605,"(40.792556498, -73.842158605)"
595504712,12/31/2015,04:00:00,12/31/2015,04:45:00,12/31/2015,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,997910,220195,40.771058443,-73.950684739,"(40.771058443, -73.950684739)"
920196314,12/31/2015,04:00:00,12/31/2015,04:20:00,12/31/2015,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,68,,GROCERY/BODEGA,,,974804,163781,40.616220603,-74.034025238,"(40.616220603, -74.034025238)"
403801169,12/31/2015,04:00:00,12/31/2015,04:52:00,12/31/2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,INSIDE,RESIDENCE - APT. HOUSE,,,1008596,231485,40.802023496,-73.912064166,"(40.802023496, -73.912064166)"
136160637,12/31/2015,04:00:00,12/31/2015,04:15:00,12/31/2015,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,10,FRONT OF,STREET,,,983621,211703,40.747760603,-74.002271534,"(40.747760603, -74.002271534)"
256076188,12/31/2015,04:00:00,12/31/2015,06:00:00,12/31/2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE-HOUSE,,,1012886,249797,40.852271826,-73.896490625,"(40.852271826, -73.896490625)"
978121002,12/31/2015,04:00:00,12/31/2015,23:00:00,12/31/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,66,FRONT OF,STREET,,,983842,169869,40.632935918,-74.001471395,"(40.632935918, -74.001471395)"
122691337,12/31/2015,03:49:00,12/31/2015,04:00:00,12/31/2015,126,MISCELLANEOUS PENAL LAW,204,"TRESPASS 1,CRIMINAL",COMPLETED,FELONY,N.Y. STATE POLICE,QUEENS,106,INSIDE,COMMERCIAL BUILDING,,,1031898,186190,40.677605279,-73.82821878,"(40.677605279, -73.82821878)"
190162234,12/31/2015,03:45:00,12/31/2015,04:02:00,12/31/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,114,INSIDE,BAR/NIGHT CLUB,,,1008435,218626,40.766729419,-73.912691986,"(40.766729419, -73.912691986)"
866926954,12/31/2015,03:40:00,12/31/2015,03:50:00,12/31/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,68,,GAS STATION,,,977714,172199,40.639328871,-74.023551786,"(40.639328871, -74.023551786)"
589109348,12/31/2015,03:40:00,12/31/2015,03:43:00,12/31/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,88,INSIDE,RESIDENCE - PUBLIC HOUSING,,ATLANTIC TERMINAL SITE 4B,992297,188389,40.683765609,-73.970987385,"(40.683765609, -73.970987385)"
736894579,12/31/2015,03:36:00,12/31/2015,03:37:00,12/31/2015,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,110,,STREET,,,1025021,208654,40.739297909,-73.85287597,"(40.739297909, -73.85287597)"
468079228,12/31/2015,03:35:00,12/31/2015,03:50:00,12/31/2015,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115,FRONT OF,STREET,,,1020827,215241,40.757395889,-73.867974512,"(40.757395889, -73.867974512)"
934303721,12/31/2015,03:35:00,12/31/2015,04:47:00,12/31/2015,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,RESIDENCE - APT. HOUSE,,,987358,204898,40.729082038,-73.988787701,"(40.729082038, -73.988787701)"
442823202,12/31/2015,03:35:00,12/31/2015,03:50:00,12/31/2015,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,FRONT OF,STREET,,,1020827,215241,40.757395889,-73.867974512,"(40.757395889, -73.867974512)"
262934897,12/31/2015,03:30:00,12/31/2015,03:35:00,12/31/2015,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,49,,STREET,,,1020666,248607,40.848976971,-73.868374684,"(40.848976971, -73.868374684)"
159013911,12/31/2015,03:30:00,12/31/2015,03:40:00,12/31/2015,109,GRAND LARCENY,416,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,106,INSIDE,BAR/NIGHT CLUB,,,1027653,185738,40.676386474,-73.843525916,"(40.676386474, -73.843525916)"
966117677,12/31/2015,03:27:00,12/31/2015,03:30:00,12/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,106,FRONT OF,STREET,,,1035876,185002,40.674322189,-73.81388626,"(40.674322189, -73.81388626)"
877818403,12/31/2015,03:24:00,,,12/31/2015,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,88,INSIDE,HOSPITAL,,,,,,,
418252581,12/31/2015,03:20:00,12/31/2015,03:30:00,12/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,1471 WATSON AVENUE,1017215,240131,40.825726384,-73.880890073,"(40.825726384, -73.880890073)"
167438862,12/31/2015,03:15:00,12/31/2015,03:25:00,12/31/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,49,,STREET,,,1027434,251387,40.856576728,-73.843893678,"(40.856576728, -73.843893678)"
719717590,12/31/2015,03:10:00,12/31/2015,03:15:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,23,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,,,1001747,228590,40.794093725,-73.936810155,"(40.794093725, -73.936810155)"
818564171,12/31/2015,03:07:00,12/31/2015,03:07:00,12/31/2015,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,43,FRONT OF,STREET,,,1021043,241958,40.830725856,-73.867048484,"(40.830725856, -73.867048484)"
352974594,12/31/2015,03:05:00,12/31/2015,03:10:00,12/31/2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,PARKING LOT/GARAGE (PUBLIC),,,1000166,247787,40.84678706,-73.942474487,"(40.84678706, -73.942474487)"
571902824,12/31/2015,03:01:00,12/31/2015,03:03:00,12/31/2015,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,40,INSIDE,RESIDENCE - APT. HOUSE,,,1005029,236464,40.815698577,-73.924932683,"(40.815698577, -73.924932683)"
939479556,12/31/2015,03:00:00,12/31/2015,03:25:00,12/31/2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BRONX,46,FRONT OF,STREET,,,1011816,251433,40.856765561,-73.900351634,"(40.856765561, -73.900351634)"
984284800,12/31/2015,03:00:00,12/31/2015,04:00:00,12/31/2015,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52,,OTHER,,,1010992,253610,40.862743304,-73.903321669,"(40.862743304, -73.903321669)"
980098915,12/31/2015,03:00:00,12/31/2015,07:00:00,12/31/2015,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,HOTEL/MOTEL,,,990740,213128,40.751669511,-73.976577416,"(40.751669511, -73.976577416)"
413011541,12/31/2015,03:00:00,,,12/31/2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE-HOUSE,,,1023549,245245,40.839736916,-73.85797371,"(40.839736916, -73.85797371)"
775716589,12/31/2015,03:00:00,12/31/2015,03:15:00,12/31/2015,105,ROBBERY,390,"ROBBERY,HOME INVASION",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,,,1018073,246540,40.843313982,-73.877757577,"(40.843313982, -73.877757577)"
403839034,12/31/2015,03:00:00,12/31/2015,03:05:00,12/31/2015,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,78,INSIDE,RESIDENCE - APT. HOUSE,,,990392,187971,40.682619821,-73.977856386,"(40.682619821, -73.977856386)"
748310011,12/31/2015,03:00:00,12/31/2015,09:00:00,12/31/2015,107,BURGLARY,243,"BURGLARY,UNCLASSIFIED,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70,REAR OF,RESIDENCE-HOUSE,,,995309,170273,40.63403792,-73.960157103,"(40.63403792, -73.960157103)"
571922859,12/31/2015,03:00:00,12/31/2015,11:00:00,12/31/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49,FRONT OF,STREET,,,1025289,247164,40.84499609,-73.851673568,"(40.84499609, -73.851673568)"
108152744,12/31/2015,03:00:00,12/31/2015,04:00:00,12/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49,FRONT OF,STREET,,,1020954,255262,40.867241741,-73.86729726,"(40.867241741, -73.86729726)"
712693238,12/31/2015,02:54:00,,,12/31/2015,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,,,,,
590695779,12/31/2015,02:50:00,12/31/2015,03:00:00,12/31/2015,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,69,,STREET,,,1008106,170640,40.635020037,-73.914049668,"(40.635020037, -73.914049668)"
274437197,12/31/2015,02:48:00,12/31/2015,03:09:00,12/31/2015,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,114,INSIDE,RESTAURANT/DINER,,,1001902,214449,40.755280085,-73.936287509,"(40.755280085, -73.936287509)"
418620802,12/31/2015,02:45:00,12/31/2015,03:00:00,12/31/2015,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,,STREET,,,985985,209468,40.741625939,-73.993740343,"(40.741625939, -73.993740343)"
144346949,12/31/2015,02:45:00,12/31/2015,03:00:00,12/31/2015,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,,STREET,,,1016713,245184,40.839597264,-73.882679479,"(40.839597264, -73.882679479)"
660418075,12/31/2015,02:45:00,12/31/2015,02:50:00,12/31/2015,113,FORGERY,723,"FORGERY,DRIVERS LICENSE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,71,,STREET,,,1001698,179824,40.660243068,-73.937113554,"(40.660243068, -73.937113554)"
410568066,12/31/2015,02:45:00,12/31/2015,03:00:00,12/31/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1007501,243435,40.834825825,-73.915977882,"(40.834825825, -73.915977882)"
478672409,12/31/2015,02:40:00,,,12/31/2015,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,,STREET,,,1022116,263965,40.891123844,-73.863046834,"(40.891123844, -73.863046834)"
899848998,12/31/2015,02:40:00,12/31/2015,03:03:00,12/31/2015,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,,STREET,,,991549,169019,40.63059985,-73.973705316,"(40.63059985, -73.973705316)"
724455505,12/31/2015,02:40:00,12/31/2015,02:45:00,12/31/2015,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,FRONT OF,STREET,,,1020711,212564,40.750048689,-73.868407737,"(40.750048689, -73.868407737)"
662131369,12/31/2015,02:40:00,12/31/2015,02:45:00,12/31/2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,102,,STREET,,,1030953,194101,40.699324157,-73.831570888,"(40.699324157, -73.831570888)"
217488041,12/31/2015,02:40:00,12/31/2015,02:45:00,12/31/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,992084,230301,40.798803805,-73.971706566,"(40.798803805, -73.971706566)"
100624663,12/31/2015,02:30:00,12/31/2015,02:45:00,12/31/2015,343,OTHER OFFENSES RELATED TO THEF,478,"THEFT OF SERVICES, UNCLASSIFIE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,BAR/NIGHT CLUB,,,984016,205082,40.729587616,-74.000845732,"(40.729587616, -74.000845732)"
144559455,12/31/2015,02:30:00,12/31/2015,07:00:00,12/31/2015,110,GRAND LARCENY OF MOTOR VEHICLE,451,"LARCENY,GRAND OF MOTORCYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,FRONT OF,RESIDENCE-HOUSE,,,979857,175516,40.648434646,-74.015832345,"(40.648434646, -74.015832345)"
654089239,12/31/2015,02:23:00,12/31/2015,02:23:00,12/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115,INSIDE,RESIDENCE - APT. HOUSE,,,1018606,219957,40.770348991,-73.875967236,"(40.770348991, -73.875967236)"
574442629,12/31/2015,02:23:00,12/31/2015,02:33:00,12/31/2015,107,BURGLARY,243,"BURGLARY,UNCLASSIFIED,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1004205,244679,40.838248306,-73.927885133,"(40.838248306, -73.927885133)"
216282649,12/31/2015,02:20:00,12/31/2015,02:32:00,12/31/2015,361,OFF. AGNST PUB ORD SENSBLTY &,661,"LEWDNESS,PUBLIC",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,9,FRONT OF,RESIDENCE - PUBLIC HOUSING,,,990577,204879,40.729028172,-73.977173481,"(40.729028172, -73.977173481)"
101991976,12/31/2015,02:20:00,12/31/2015,02:25:00,12/31/2015,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,42,FRONT OF,RESIDENCE - PUBLIC HOUSING,,FOREST,1010498,239757,40.824722374,-73.905161836,"(40.824722374, -73.905161836)"
856677605,12/31/2015,02:15:00,12/31/2015,02:30:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115,,STREET,,,1016781,214676,40.755860921,-73.882581514,"(40.755860921, -73.882581514)"
503743930,12/31/2015,02:15:00,12/31/2015,02:22:00,12/31/2015,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,88,,STREET,,,991762,191847,40.693257496,-73.972912512,"(40.693257496, -73.972912512)"
283269228,12/31/2015,02:10:00,12/31/2015,02:13:00,12/31/2015,111,POSSESSION OF STOLEN PROPERTY,494,"STOLEN PROPERTY 2,1,POSSESSION",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52,,STREET,,,1016087,259387,40.878582487,-73.884874394,"(40.878582487, -73.884874394)"
203634428,12/31/2015,02:08:00,,,12/31/2015,361,OFF. AGNST PUB ORD SENSBLTY &,649,FALSE REPORT UNCLASSIFIED,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,68,INSIDE,RESIDENCE-HOUSE,,,978701,170199,40.633839968,-74.019993808,"(40.633839968, -74.019993808)"
892146490,12/31/2015,02:08:00,,,12/31/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,68,INSIDE,RESIDENCE-HOUSE,,,978701,170199,40.633839968,-74.019993808,"(40.633839968, -74.019993808)"
419560369,12/31/2015,02:00:00,12/31/2015,03:09:00,12/31/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,110,INSIDE,GROCERY/BODEGA,,,1014383,211055,40.745930693,-73.891253258,"(40.745930693, -73.891253258)"
903713063,12/31/2015,02:00:00,12/31/2015,02:05:00,12/31/2015,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121,FRONT OF,STREET,,,935629,167480,40.626245194,-74.175157121,"(40.626245194, -74.175157121)"
279308531,12/31/2015,02:00:00,12/31/2015,04:00:00,12/31/2015,109,GRAND LARCENY,408,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",COMPLETED,FELONY,N.Y. TRANSIT POLICE,BRONX,50,,TRANSIT - NYC SUBWAY,,,1012345,263323,40.889398276,-73.898389469,"(40.889398276, -73.898389469)"
719554235,12/31/2015,02:00:00,12/31/2015,02:10:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,INSIDE,RESIDENCE - APT. HOUSE,,,1012281,241796,40.830313367,-73.898710964,"(40.830313367, -73.898710964)"
821984956,12/31/2015,02:00:00,12/31/2015,04:45:00,12/31/2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,71,INSIDE,RESIDENCE - APT. HOUSE,,,996107,182879,40.668637618,-73.957259839,"(40.668637618, -73.957259839)"
226110950,12/31/2015,02:00:00,,,12/31/2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,BAR/NIGHT CLUB,,,985676,203790,40.726041278,-73.994856636,"(40.726041278, -73.994856636)"
100824503,12/31/2015,02:00:00,12/31/2015,02:05:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,FRONT OF,STREET,,,1024657,245407,40.840176559,-73.853968398,"(40.840176559, -73.853968398)"
731009829,12/31/2015,02:00:00,12/31/2015,13:40:00,12/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,79,FRONT OF,STREET,,,1000950,188650,40.6844699,-73.939787706,"(40.6844699, -73.939787706)"
587099156,12/31/2015,02:00:00,12/31/2015,09:15:00,12/31/2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,102,FRONT OF,OTHER,,,1031076,193779,40.698439694,-73.831129539,"(40.698439694, -73.831129539)"
118018140,12/31/2015,01:50:00,12/31/2015,01:59:00,12/31/2015,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,68,,STREET,,,975187,165007,40.619586119,-74.032647346,"(40.619586119, -74.032647346)"
999640158,12/31/2015,01:50:00,,,12/31/2015,113,FORGERY,725,"FORGERY,M.V. REGISTRATION",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,,STREET,,,1003227,177460,40.653751263,-73.931609227,"(40.653751263, -73.931609227)"
266138158,12/31/2015,01:50:00,12/31/2015,02:25:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,71,INSIDE,RESIDENCE - APT. HOUSE,,,1000996,178614,40.65692324,-73.939646779,"(40.65692324, -73.939646779)"
226795755,12/31/2015,01:47:00,12/31/2015,01:49:00,12/31/2015,117,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,FRONT OF,STREET,,,946438,171915,40.638471049,-74.136242947,"(40.638471049, -74.136242947)"
543274074,12/31/2015,01:45:00,12/31/2015,02:00:00,12/31/2015,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,,STREET,,,994134,228841,40.794794446,-73.964304515,"(40.794794446, -73.964304515)"
